param n := 128;
param : E :   a :=
51 65    45
51 66    17
51 67    12
51 68    6
51 69    28
51 70    12
51 71    9
51 72    8
51 73    28
51 74    11
51 75    11
51 76    3
51 77    7
51 78    14
51 79    3
51 80    27
51 81    19
51 82    6
51 83    13
51 84    9
51 85    1
51 86    13
51 87    6
51 88    3
51 89    4
51 90    14
51 91    15
51 92    11
51 93    16
51 94    25
51 95    13
51 96    22
51 97    29
51 98    15
51 99    4
51 100    17
51 101    5
51 102    9
51 103    12
51 104    9
51 105    14
51 106    14
51 107    7
51 108    10
51 109    15
51 110    22
51 111    24
51 112    33
51 113    3
51 114    4
51 115    1
51 116    26
51 117    15
51 118    4
51 119    26
51 120    36
51 121    3
51 122    1
51 123    5
51 124    55
51 125    24
51 126    63
51 127    24
51 128    77
52 1    9
52 2    2
52 3    13
52 4    8
52 5    10
52 6    6
52 7    11
52 8    11
52 9    13
52 10    15
52 11    3
52 12    6
52 13    13
52 14    16
52 15    5
52 16    13
52 17    4
52 18    12
52 19    14
52 20    11
52 21    6
52 22    15
52 23    14
52 24    1
52 25    7
52 26    9
52 27    2
52 28    13
52 29    5
52 30    14
52 31    12
52 32    24
52 33    2
52 34    9
52 35    7
52 36    8
52 37    10
52 38    8
52 39    13
52 40    3
52 41    5
52 42    11
52 43    12
52 44    16
52 45    5
52 46    5
52 47    16
52 48    6
52 49    4
52 50    3
52 51    8
52 52    4
52 53    15
52 54    6
52 55    17
52 56    6
52 57    14
52 58    10
52 59    10
52 60    15
52 61    16
52 62    33
52 63    25
52 64    38
52 65    39
52 66    32
52 67    25
52 68    2
52 69    13
52 70    2
52 71    13
52 72    9
52 73    30
52 74    11
52 75    14
52 76    11
52 77    8
52 78    10
52 79    17
52 80    30
52 81    29
52 82    5
52 83    9
52 84    11
52 85    6
52 86    10
52 87    6
52 88    19
52 89    14
52 90    13
52 91    17
52 92    2
52 93    14
52 94    3
52 95    7
52 96    22
52 97    6
52 98    16
52 99    16
52 100    9
52 101    13
52 102    6
52 103    12
52 104    33
52 105    10
52 106    7
52 107    3
52 108    4
52 109    10
52 110    11
52 111    9
52 112    50
52 113    2
52 114    15
52 115    8
52 116    29
52 117    16
52 118    4
52 119    6
52 120    15
52 121    8
52 122    30
52 123    9
52 124    41
52 125    18
52 126    61
52 127    8
52 128    95
53 1    9
53 2    4
53 3    3
53 4    1
53 5    6
53 6    5
53 7    4
53 8    6
53 9    7
53 10    1
53 11    6
53 12    8
53 13    7
53 14    5
53 15    4
53 16    11
53 17    13
53 18    1
53 19    3
53 20    8
53 21    4
53 22    2
53 23    6
53 24    14
53 25    9
53 26    1
53 27    9
53 28    7
53 29    1
53 30    4
53 31    3
53 32    26
53 33    10
53 34    3
53 35    10
53 36    3
53 37    13
53 38    6
53 39    6
53 40    16
53 41    16
53 42    1
53 43    9
53 44    15
53 45    4
53 46    8
53 47    15
53 48    19
53 49    16
53 50    8
53 51    7
53 52    3
53 53    5
53 54    4
53 55    1
53 56    3
53 57    3
53 58    6
53 59    10
53 60    22
53 61    17
53 62    10
53 63    3
53 64    49
53 65    64
53 66    14
53 67    30
53 68    6
53 69    10
53 70    15
53 71    4
53 72    7
53 73    29
53 74    5
53 75    3
53 76    5
53 77    17
53 78    14
53 79    6
53 80    11
53 81    7
53 82    16
53 83    2
53 84    6
53 85    14
53 86    11
53 87    5
53 88    18
53 89    11
53 90    14
53 91    15
53 92    29
53 93    16
53 94    6
53 95    25
53 96    17
53 97    3
53 98    14
53 99    5
53 100    7
53 101    7
53 102    10
53 103    2
53 104    12
53 105    14
53 106    17
53 107    3
53 108    10
53 109    12
53 110    24
53 111    31
53 112    65
53 113    5
53 114    16
53 115    16
53 116    18
53 117    10
53 118    4
53 119    17
53 120    8
53 121    16
53 122    2
53 123    9
53 124    23
53 125    12
53 126    1
53 127    51
53 128    104
54 1    15
54 2    15
54 3    9
54 4    16
54 5    1
54 6    2
54 7    2
54 8    3
54 9    13
54 10    17
54 11    17
54 12    4
54 13    11
54 14    14
54 15    7
54 16    2
54 17    9
54 18    14
54 19    1
54 20    7
54 21    8
54 22    8
54 23    3
54 24    6
54 25    13
54 26    10
54 27    7
54 28    11
54 29    5
54 30    3
54 31    5
54 32    1
54 33    1
54 34    7
54 35    13
54 36    11
54 37    2
54 38    16
54 39    15
54 40    11
54 41    1
54 42    13
54 43    11
54 44    8
54 45    5
54 46    2
54 47    2
54 48    32
54 49    17
54 50    11
54 51    2
54 52    14
54 53    1
54 54    4
54 55    16
54 56    31
54 57    5
54 58    3
54 59    16
54 60    16
54 61    4
54 62    11
54 63    4
54 64    7
54 65    18
54 66    12
54 67    14
54 68    2
54 69    6
54 70    10
54 71    9
54 72    6
54 73    20
54 74    4
54 75    9
54 76    14
54 77    4
54 78    5
54 79    14
54 80    10
54 81    11
54 82    1
54 83    15
54 84    10
54 85    12
54 86    1
54 87    12
54 88    1
54 89    4
54 90    17
54 91    1
54 92    17
54 93    17
54 94    22
54 95    28
54 96    1
54 97    6
54 98    2
54 99    2
54 100    15
54 101    11
54 102    6
54 103    11
54 104    25
54 105    6
54 106    5
54 107    2
54 108    15
54 109    1
54 110    21
54 111    32
54 112    45
54 113    4
54 114    17
54 115    6
54 116    20
54 117    1
54 118    5
54 119    28
54 120    41
54 121    4
54 122    19
54 123    24
54 124    22
54 125    17
54 126    50
54 127    44
54 128    4
55 1    10
55 2    15
55 3    5
55 4    13
55 5    4
55 6    14
55 7    9
55 8    5
55 9    5
55 10    9
55 11    7
55 12    3
55 13    3
55 14    9
55 15    7
55 16    9
55 17    16
55 18    14
55 19    16
55 20    17
55 21    10
55 22    7
55 23    4
55 24    8
55 25    13
55 26    7
55 27    4
55 28    3
55 29    7
55 30    16
55 31    9
55 32    14
55 33    32
55 34    15
55 35    9
55 36    4
55 37    14
55 38    12
55 39    13
55 40    6
55 41    8
55 42    2
55 43    2
55 44    2
55 45    2
55 46    3
55 47    1
55 48    21
55 49    7
55 50    14
55 51    17
55 52    11
55 53    13
55 54    13
55 55    12
55 56    25
55 57    9
55 58    17
55 59    12
55 60    16
55 61    5
55 62    10
55 63    16
55 64    58
55 65    10
55 66    28
55 67    26
55 68    6
55 69    33
55 70    16
55 71    17
55 72    13
55 73    8
55 74    17
55 75    4
55 76    13
55 77    14
55 78    4
55 79    13
55 80    14
55 81    22
55 82    13
55 83    8
55 84    6
55 85    6
55 86    13
55 87    5
55 88    28
55 89    3
55 90    11
55 91    7
55 92    22
55 93    14
55 94    31
55 95    6
55 96    64
55 97    5
55 98    8
55 99    16
55 100    2
55 101    4
55 102    16
55 103    2
55 104    32
55 105    7
55 106    15
55 107    17
55 108    2
55 109    11
55 110    1
55 111    25
55 112    38
55 113    3
55 114    14
55 115    1
55 116    31
55 117    16
55 118    22
55 119    24
55 120    49
55 121    6
55 122    18
55 123    15
55 124    59
55 125    21
55 126    39
55 127    7
55 128    71
56 1    25
56 2    24
56 3    21
56 4    27
56 5    20
56 6    30
56 7    4
56 8    24
56 9    21
56 10    27
56 11    10
56 12    16
56 13    28
56 14    10
56 15    27
56 16    12
56 17    12
56 18    25
56 19    32
56 20    30
56 21    30
56 22    11
56 23    19
56 24    26
56 25    29
56 26    29
56 27    4
56 28    20
56 29    25
56 30    31
56 31    18
56 32    3
56 33    33
56 34    4
56 35    29
56 36    4
56 37    17
56 38    1
56 39    7
56 40    24
56 41    7
56 42    30
56 43    24
56 44    12
56 45    11
56 46    21
56 47    6
56 48    4
56 49    32
56 50    17
56 51    21
56 52    24
56 53    18
56 54    26
56 55    23
56 56    13
56 57    7
56 58    4
56 59    25
56 60    10
56 61    28
56 62    23
56 63    17
56 64    37
56 65    21
56 66    3
56 67    25
56 68    32
56 69    3
56 70    12
56 71    22
56 72    12
56 73    20
56 74    5
56 75    8
56 76    24
56 77    13
56 78    18
56 79    11
56 80    18
56 81    19
56 82    30
56 83    6
56 84    23
56 85    14
56 86    28
56 87    16
56 88    3
56 89    9
56 90    11
56 91    13
56 92    9
56 93    24
56 94    19
56 95    29
56 96    49
56 97    11
56 98    4
56 99    3
56 100    12
56 101    10
56 102    4
56 103    22
56 104    26
56 105    9
56 106    9
56 107    2
56 108    9
56 109    8
56 110    7
56 111    33
56 112    52
56 113    4
56 114    16
56 115    31
56 116    22
56 117    13
56 118    5
56 119    6
56 120    20
56 121    4
56 122    5
56 123    21
56 124    38
56 125    1
56 126    39
56 127    45
56 128    44
57 1    4
57 2    1
57 3    5
57 4    9
57 5    3
57 6    1
57 7    6
57 8    5
57 9    7
57 10    4
57 11    3
57 12    3
57 13    4
57 14    2
57 15    2
57 16    2
57 17    9
57 18    1
57 19    1
57 20    6
57 21    8
57 22    9
57 23    6
57 24    12
57 25    1
57 26    1
57 27    5
57 28    11
57 29    4
57 30    2
57 31    2
57 32    7
57 33    18
57 34    8
57 35    13
57 36    6
57 37    5
57 38    7
57 39    1
57 40    7
57 41    14
57 42    7
57 43    5
57 44    7
57 45    4
57 46    3
57 47    13
57 48    9
57 49    13
57 50    9
57 51    8
57 52    9
57 53    9
57 54    17
57 55    6
57 56    27
57 57    7
57 58    14
57 59    5
57 60    12
57 61    2
57 62    25
57 63    30
57 64    8
57 65    44
57 66    18
57 67    6
57 68    2
57 69    24
57 70    2
57 71    7
57 72    7
57 73    27
57 74    3
57 75    1
57 76    15
57 77    1
57 78    6
57 79    14
57 80    27
57 81    2
57 82    9
57 83    5
57 84    7
57 85    6
57 86    3
57 87    9
57 88    32
57 89    5
57 90    3
57 91    8
57 92    4
57 93    17
57 94    24
57 95    6
57 96    40
57 97    8
57 98    12
57 99    5
57 100    15
57 101    8
57 102    13
57 103    13
57 104    4
57 105    1
57 106    5
57 107    9
57 108    23
57 109    4
57 110    26
57 111    28
57 112    49
57 113    12
57 114    4
57 115    11
57 116    29
57 117    13
57 118    13
57 119    29
57 120    23
57 121    10
57 122    4
57 123    6
57 124    44
57 125    21
57 126    33
57 127    38
57 128    78
58 1    10
58 2    3
58 3    2
58 4    7
58 5    16
58 6    6
58 7    16
58 8    8
58 9    9
58 10    11
58 11    7
58 12    3
58 13    15
58 14    14
58 15    1
58 16    12
58 17    11
58 18    7
58 19    2
58 20    16
58 21    14
58 22    14
58 23    12
58 24    5
58 25    5
58 26    14
58 27    13
58 28    12
58 29    2
58 30    7
58 31    6
58 32    8
58 33    2
58 34    3
58 35    6
58 36    8
58 37    17
58 38    10
58 39    8
58 40    13
58 41    11
58 42    15
58 43    1
58 44    3
58 45    3
58 46    9
58 47    17
58 48    7
58 49    4
58 50    9
58 51    13
58 52    6
58 53    6
58 54    6
58 55    13
58 56    15
58 57    11
58 58    6
58 59    1
58 60    15
58 61    3
58 62    5
58 63    31
58 64    62
58 65    23
58 66    5
58 67    31
58 68    17
58 69    11
58 70    14
58 71    17
58 72    1
58 73    15
58 74    6
58 75    2
58 76    16
58 77    5
58 78    8
58 79    11
58 80    30
58 81    1
58 82    7
58 83    17
58 84    10
58 85    5
58 86    12
58 87    1
58 88    12
58 89    3
58 90    5
58 91    1
58 92    13
58 93    7
58 94    2
58 95    9
58 96    51
58 97    28
58 98    1
58 99    13
58 100    5
58 101    15
58 102    5
58 103    16
58 104    18
58 105    1
58 106    8
58 107    9
58 108    13
58 109    7
58 110    26
58 111    14
58 112    3
58 113    6
58 114    10
58 115    12
58 116    6
58 117    7
58 118    7
58 119    21
58 120    65
58 121    16
58 122    11
58 123    10
58 124    56
58 125    17
58 126    8
58 127    47
58 128    13
59 1    16
59 2    16
59 3    4
59 4    2
59 5    2
59 6    12
59 7    1
59 8    10
59 9    14
59 10    3
59 11    4
59 12    16
59 13    17
59 14    7
59 15    15
59 16    5
59 17    16
59 18    17
59 19    9
59 20    5
59 21    2
59 22    12
59 23    16
59 24    12
59 25    17
59 26    16
59 27    9
59 28    5
59 29    10
59 30    8
59 31    13
59 32    8
59 33    31
59 34    5
59 35    6
59 36    9
59 37    17
59 38    11
59 39    5
59 40    14
59 41    11
59 42    12
59 43    7
59 44    1
59 45    3
59 46    6
59 47    10
59 48    20
59 49    1
59 50    7
59 51    15
59 52    11
59 53    11
59 54    13
59 55    9
59 56    31
59 57    8
59 58    5
59 59    4
59 60    11
59 61    14
59 62    25
59 63    33
59 64    20
59 65    28
59 66    9
59 67    29
59 68    16
59 69    19
59 70    3
59 71    16
59 72    1
59 73    31
59 74    17
59 75    15
59 76    9
59 77    4
59 78    1
59 79    8
59 80    9
59 81    7
59 82    2
59 83    8
59 84    9
59 85    8
59 86    12
59 87    11
59 88    18
59 89    4
59 90    14
59 91    1
59 92    28
59 93    12
59 94    6
59 95    14
59 96    40
59 97    31
59 98    1
59 99    12
59 100    14
59 101    15
59 102    7
59 103    16
59 104    32
59 105    3
59 106    1
59 107    15
59 108    12
59 109    8
59 110    16
59 111    6
59 112    39
59 113    6
59 114    2
59 115    5
59 116    20
59 117    14
59 118    12
59 119    18
59 120    29
59 121    10
59 122    17
59 123    10
59 124    60
59 125    14
59 126    12
59 127    11
59 128    78
60 1    28
60 2    4
60 3    27
60 4    14
60 5    33
60 6    32
60 7    14
60 8    9
60 9    4
60 10    21
60 11    14
60 12    24
60 13    12
60 14    12
60 15    17
60 16    24
60 17    12
60 18    27
60 19    17
60 20    14
60 21    2
60 22    16
60 23    10
60 24    11
60 25    17
60 26    9
60 27    22
60 28    22
60 29    1
60 30    12
60 31    7
60 32    3
60 33    11
60 34    15
60 35    5
60 36    30
60 37    13
60 38    17
60 39    11
60 40    24
60 41    19
60 42    13
60 43    21
60 44    6
60 45    9
60 46    7
60 47    29
60 48    6
60 49    12
60 50    24
60 51    16
60 52    31
60 53    24
60 54    16
60 55    8
60 56    30
60 57    10
60 58    1
60 59    10
60 60    1
60 61    3
60 62    1
60 63    12
60 64    17
60 65    14
60 66    29
60 67    20
60 68    29
60 69    26
60 70    5
60 71    21
60 72    9
60 73    32
60 74    14
60 75    18
60 76    8
60 77    29
60 78    19
60 79    19
60 80    22
60 81    31
60 82    17
60 83    13
60 84    8
60 85    13
60 86    31
60 87    19
60 88    31
60 89    28
60 90    27
60 91    11
60 92    26
60 93    15
60 94    2
60 95    28
60 96    59
60 97    14
60 98    10
60 99    15
60 100    31
60 101    21
60 102    14
60 103    16
60 104    12
60 105    9
60 106    27
60 107    13
60 108    16
60 109    23
60 110    27
60 111    13
60 112    6
60 113    33
60 114    18
60 115    10
60 116    26
60 117    18
60 118    18
60 119    4
60 120    43
60 121    2
60 122    6
60 123    31
60 124    2
60 125    8
60 126    34
60 127    17
60 128    1
61 1    8
61 2    13
61 3    14
61 4    2
61 5    13
61 6    4
61 7    10
61 8    14
61 9    16
61 10    2
61 11    13
61 12    7
61 13    14
61 14    12
61 15    2
61 16    16
61 17    14
61 18    2
61 19    14
61 20    11
61 21    12
61 22    4
61 23    3
61 24    5
61 25    4
61 26    3
61 27    17
61 28    15
61 29    17
61 30    14
61 31    17
61 32    3
61 33    5
61 34    14
61 35    13
61 36    17
61 37    8
61 38    7
61 39    3
61 40    5
61 41    13
61 42    14
61 43    14
61 44    6
61 45    10
61 46    11
61 47    4
61 48    33
61 49    10
61 50    11
61 51    15
61 52    7
61 53    9
61 54    1
61 55    10
61 56    29
61 57    13
61 58    8
61 59    9
61 60    25
61 61    11
61 62    33
61 63    27
61 64    45
61 65    3
61 66    8
61 67    33
61 68    15
61 69    22
61 70    4
61 71    9
61 72    1
61 73    3
61 74    2
61 75    10
61 76    10
61 77    3
61 78    7
61 79    5
61 80    17
61 81    32
61 82    13
61 83    4
61 84    16
61 85    4
61 86    9
61 87    2
61 88    32
61 89    2
61 90    13
61 91    15
61 92    27
61 93    11
61 94    33
61 95    10
61 96    38
61 97    17
61 98    15
61 99    2
61 100    11
61 101    12
61 102    17
61 103    11
61 104    13
61 105    12
61 106    9
61 107    3
61 108    23
61 109    13
61 110    11
61 111    21
61 112    44
61 113    12
61 114    12
61 115    15
61 116    31
61 117    6
61 118    10
61 119    33
61 120    6
61 121    17
61 122    13
61 123    11
61 124    56
61 125    7
61 126    14
61 127    37
61 128    38
62 1    26
62 2    14
62 3    6
62 4    27
62 5    13
62 6    31
62 7    15
62 8    5
62 9    21
62 10    24
62 11    23
62 12    15
62 13    31
62 14    33
62 15    22
62 16    1
62 17    28
62 18    26
62 19    6
62 20    30
62 21    22
62 22    10
62 23    31
62 24    32
62 25    28
62 26    2
62 27    1
62 28    11
62 29    19
62 30    15
62 31    15
62 32    17
62 33    6
62 34    11
62 35    27
62 36    19
62 37    33
62 38    26
62 39    18
62 40    10
62 41    18
62 42    20
62 43    31
62 44    9
62 45    19
62 46    19
62 47    13
62 48    24
62 49    24
62 50    33
62 51    18
62 52    26
62 53    18
62 54    23
62 55    17
62 56    28
62 57    19
62 58    4
62 59    17
62 60    7
62 61    16
62 62    23
62 63    7
62 64    32
62 65    47
62 66    24
62 67    18
62 68    24
62 69    6
62 70    8
62 71    5
62 72    10
62 73    12
62 74    17
62 75    25
62 76    4
62 77    28
62 78    1
62 79    12
62 80    22
62 81    1
62 82    18
62 83    20
62 84    11
62 85    20
62 86    33
62 87    29
62 88    2
62 89    11
62 90    24
62 91    30
62 92    15
62 93    32
62 94    1
62 95    21
62 96    43
62 97    6
62 98    6
62 99    7
62 100    16
62 101    31
62 102    1
62 103    21
62 104    18
62 105    1
62 106    24
62 107    33
62 108    19
62 109    3
62 110    33
62 111    26
62 112    31
62 113    2
62 114    28
62 115    20
62 116    10
62 117    10
62 118    5
62 119    17
62 120    50
62 121    6
62 122    31
62 123    8
62 124    23
62 125    6
62 126    12
62 127    30
62 128    99
63 1    20
63 2    3
63 3    18
63 4    13
63 5    7
63 6    22
63 7    32
63 8    27
63 9    22
63 10    11
63 11    23
63 12    16
63 13    4
63 14    27
63 15    18
63 16    16
63 17    24
63 18    14
63 19    13
63 20    20
63 21    18
63 22    14
63 23    3
63 24    26
63 25    20
63 26    27
63 27    19
63 28    31
63 29    14
63 30    2
63 31    15
63 32    17
63 33    33
63 34    26
63 35    30
63 36    3
63 37    28
63 38    23
63 39    23
63 40    20
63 41    26
63 42    28
63 43    23
63 44    27
63 45    18
63 46    16
63 47    32
